arrival_settlement,arrivals_total,arrivals_males,arrivals_females,arrivals_children,final_destination,origin_hazard,origin_settlement
Handooliyow Eyli,6,2,2,2,True,Drought,Buur Eeyle-2
Halabay,3,1,1,1,True,Drought,Dalandole-2
Kalow,4,1,1,2,True,Drought,Garsaaley
Allawakiil,12,1,4,7,True,Drought,Lamalay
Dahaale,3,1,1,1,True,Drought,Misra
Alla tuug,5,1,1,3,True,Drought,Burhakabo 
Aanoley,4,1,1,2,True,Drought,Tugeerhoos
Buur Midowe,4,1,1,2,True,Drought,Buur Madow
Eeg Iyo Ali Mumun,4,2,2,0,True,Drought,Dusti
Danwadaag (Nasiib 1),10,1,2,7,True,Conflict,Kulbioy
Caanoole,6,1,2,3,True,Conflict,Farhano
Muuse Rootile,6,1,1,4,True,Drought,Xaysaimada
Mareerey,40,12,20,8,True,Flood,Far barki 
Buur Eeyle-2,4,1,1,2,True,Drought,Buur eyle
Comp Qorax,4,1,1,2,True,Conflict,Godya
Godey Ufurow,6,2,2,2,True,Drought,Bakal Eedeng
Kurtumaley,4,1,1,2,True,Drought,Abag-Beday
Omane,4,1,1,2,True,Drought,Kurman
Kurman Waberi,22,2,8,12,True,Conflict,Raaxoole
Maykarabey,5,1,1,3,True,Other,Dhaay dheere village 
Tuni Camp,5,1,2,2,True,Drought,Qotqot
Dogob,4,0,1,3,True,Drought,Goofa
If Tiin,13,2,5,6,True,Conflict,Mataano
Qamar,4,1,1,2,True,Drought,Deefow
Banow,8,2,3,3,True,Drought,Banow
Qurac damer,65,19,23,23,True,Drought,Ethiopia
Warshada Camp D,2,0,1,1,True,Drought,Bula xaji 
Dhuugsoy,4,1,1,2,True,Conflict,Oflow
Towfiiq,7,2,3,2,True,Drought,Burdhuxunle village
Busleey,18,2,4,12,True,Conflict,Maduulow
Qodqodow,7,1,2,4,True,Conflict,Barako
Bak Abeeso,25,4,9,12,True,Drought,Ceeb bacad
Geedi,15,3,5,7,True,Drought,Mayo Marow
Sabatuni,1,0,1,0,True,Drought,Bula xaji 
Aamanow,3,1,1,1,True,Drought,Shibeelow
Elbay-2,7,2,2,3,True,Drought,Buulo Barake
Mala Layle,4,1,1,2,True,Drought,Saakow
Fanoole,6,2,2,2,True,Drought,Baarsaare
Deg Galoole,3,1,1,1,True,Drought,Goofgaduud
Marerdher,15,2,5,8,True,Conflict,Koofi Gadud
Dhurshenshibele,5,1,2,2,True,Drought,Dhurshenshabele village
Duugsoy,5,2,2,1,True,Conflict,Xudur
Buulo Gumar- 1,26,8,10,8,True,Drought,Xafata
Kibirow,3,1,1,1,True,Drought,Uffurow
Kidhikooy,3,1,1,1,True,Drought,Galol iikow
Mariino,1,0,1,0,True,Drought,Moofi 
Others,3,0,2,1,True,Drought,Shiidalow village
Isgooy,4,1,2,1,True,Drought,Isgooy village
Leeb Edi,3,1,1,1,True,Drought,Misiri
Buulo Shiiq,26,9,8,9,True,Drought,Shibeelow
Edkiyaal,3,1,1,1,True,Conflict,Luuq
Buulo Hareer,6,2,2,2,True,Drought,Buulo Hareer
Sharaf,20,4,7,9,True,Conflict,Hablo furaay
Mayqoonsiti,4,2,1,1,True,Drought,Buur eyla 
Laan Garas Idp,3,1,1,1,True,Drought,Eesow
Bula Esan IDP Centre,54,10,22,22,True,Conflict,Yaasiin laawe
Gargaar 1,62,19,31,12,True,Drought,Isgos
Wadajir Takoy,3,1,1,1,True,Drought,Goof Gaduud Buuray
Garmadow IDP,7,1,2,4,True,Drought,Lagadiima 
Isdhoorte,3,2,1,0,True,Drought,Isdhoorte
Furuqley,12,2,3,7,True,Conflict,Furuqley
Bula Garas,3,1,1,1,True,Drought,Baarey
Alla'Aamin 1,6,1,1,4,True,Drought,Xerojalle
Hagarka Mada Gari,5,1,2,2,True,Drought,Oflow
Ban Dhuub,12,2,2,8,True,Drought,Ooflaw
Buulo Ismail,5,1,1,3,True,Drought,Xafata
Maraylar,1,0,1,0,True,Conflict,October
Caro Case,2,1,1,0,True,Conflict,October
Madawarabe,6,2,2,2,True,Drought,Madaxwarabe
Bilcil Barako IDP,21,4,5,12,True,Conflict,AlAMIN IDPS
Gumar dheere,3,1,1,1,True,Drought,Bakolow
Musquley,7,1,2,4,True,Drought,Ethiopia
Imilow,6,1,3,2,True,Drought,Imilow village
Raydabale,5,1,1,3,True,Drought,Raydabale
Ducaysne,13,3,5,5,True,Conflict,Xero koobaad
Danwadaag (Daryel camp),6,1,1,4,True,Conflict,Buale
Ordole,31,9,12,10,True,Drought,Beriire
Weel Koban,4,1,1,2,True,Drought,Berdale
Toos-Weyne,10,3,2,5,True,Drought,Toos Wayne 
War Garasle,17,4,6,7,True,Drought,War Garasle
Dhay-Yarey,6,1,2,3,True,Drought,Dhar yarey
Wayamo Gebey 2,3,1,1,1,True,Drought,Iskiri
Hoogar I Maandow,2,1,1,0,True,Drought,Tugger hoos
Buur Edoy,3,1,1,1,True,Conflict,Oflow
Lader walalka IDPs,3,1,2,0,True,Drought,Guure
Unaa,37,10,15,12,True,Drought,Yurkud
Banjinay,3,1,1,1,True,Drought,Buulo Dhato
Weel-Boor,10,2,3,5,True,Drought,Weel Boor 
Kulan Jareer,4,1,2,1,True,Drought,Kulanjareer village
Goosey,7,2,2,3,True,Drought,Kulan Jareer
Danwadaag,29,5,7,17,True,Drought,Dhaayaha
Tawsiil 2,3,0,1,2,True,Drought,Rabdhuure
Korka Mare,6,1,1,4,True,Drought,Kurman
Hamdi,2,0,1,1,True,Flood,Afgooye
Dayax Siigaalow,3,1,1,1,True,Drought,luuq jeeloow
Abag-Beday,5,1,2,2,True,Drought,Tijegbuul village
Weel Lowu,6,2,2,2,True,Drought,Buur dhunle
Jowhar Soomaali,31,5,8,18,True,Drought,Madiina cad 
Barako,30,10,10,10,True,Drought,Shibeelow
Buulo Hussein,1,1,0,0,True,Drought,Bula xaji
Bali cad,5,1,2,2,True,Flood,Kurtunwaarey 
Abag Neebsoy,4,1,1,2,True,Drought,Uffurow
Hagar Daba Teeg,5,1,2,2,True,Drought,Uffurow
Toosile,8,2,3,3,True,Drought,Baidoa 
Balan bale,5,1,2,2,True,Flood,Jowhar 
Iskiri,7,2,2,3,True,Drought,Iskiri
Alla-Amin2,3,1,1,1,True,Drought,Jiiqle
Geedbarbar,7,2,2,3,True,Drought,Geedbarbar
Masalaay,6,2,2,2,True,Drought,Usmail
Ceel Haymi,7,2,2,3,True,Drought,Qod Qode
Eesow 2,6,2,2,2,True,Drought,Gurbaan
Alla Qadari,4,1,1,2,True,Drought,Misra
Burdacar,2,0,1,1,True,Flood,Sablaale
Qooneey,4,1,1,2,True,Flood,Qoryooley 
Wadajir 6 Jinaay,7,2,2,3,True,Drought,Tugaar-Hoosle
Guuleed,5,1,1,3,True,Other,Unkown
Garsaaley,5,1,2,2,True,Drought,Garsaaley
Barwaqo,5,1,1,3,True,Drought,Jafey
Nasiib,5,1,1,3,True,Drought,Ethiopia
Mururuk Oflow,3,1,1,1,True,Drought,Tuwer hoos
Dolow-2,3,1,1,1,True,Drought,Warish
Tugaarey,6,1,2,3,True,Conflict,Jiir
Walaalaha,4,1,1,2,True,Drought,Gelgel
Al Aamin,6,3,2,1,True,Drought,Barkadle 2
Mustaqbal 1,6,1,2,3,True,Drought,Cagaaran
Mustaqbal 2B,12,2,3,7,True,Drought,Bursalax
Khalid 1,1,1,0,0,True,Drought,Moofi 
Qeyre,1,0,1,0,True,Drought,Mashaqo 
Ladan,13,3,4,6,True,Drought,Ethiopia
Macow,6,1,2,3,True,Drought,Qanyerey
War Gaduuda,3,1,1,1,True,Drought,Diinsoor
Tiirka idps,11,1,4,6,True,Drought,Tiirka village
Garash,4,1,1,2,True,Drought,Doryan
Shiilow,6,1,2,3,True,Drought,Ethiopia
Ifo Bay-2,5,1,2,2,True,Drought,Xudur
Yaasmin,2,0,1,1,True,Eviction,Cadale
Mubark-2,6,2,2,2,True,Drought,Misra
Biyaso (Horsed / biyaso waaqwaaqley),77,15,25,37,True,Drought,Muluqey
Farjano,22,2,10,10,True,Drought,Baqtiiley 
Jilab 5,6,2,2,2,True,Drought,Dacare
Waberi,15,5,5,5,True,Drought,Handhar 
Garoor,17,3,6,8,True,Conflict,Ceel Cali Axmed
Buulo Oon Jirre,5,2,2,1,True,Drought,Abbey
Qariib,12,3,4,5,True,Drought,Qariib
Bakayow,18,5,6,7,True,Drought,Bakayow
Malayley,18,3,5,10,True,Drought,Ufurow
Dhayba,9,3,3,3,True,Drought,Dhayba
Buulo Hareere,3,1,1,1,True,Drought,Tugaar-Hoosle
Ras-Cade,12,1,3,8,True,Drought,Ban Reer
Buulo Qalooc,15,4,4,7,True,Drought,Yucuble
Bodan,3,0,1,2,True,Drought,Bodan village
Wadajir,60,20,20,20,True,Drought,Cagwalaf 
Iidaan,15,5,5,5,True,Drought,Bohol 
Beer Dhinbil 3,7,2,2,3,True,Drought,Luuq
Moori Gowaan,5,1,2,2,True,Drought,Buur Eyli
Hajiweyna,5,1,2,2,True,Conflict,Mayonde 
Haanoy,4,0,1,3,True,Other,Maganeey village 
Gamaasle,21,4,6,11,True,Conflict,Leego
Bulo Omaan,5,1,1,3,True,Drought,Yaaq Braawe
War-Garas,4,1,2,1,True,Drought,Hawal bar  baar
Allah Weyn,7,2,2,3,True,Drought,Awdinle
Tabarow,6,2,2,2,True,Drought,Diinsoor
Hakaba,5,1,2,2,True,Drought,Xudur
Jilab 3,6,1,2,3,True,Drought,Barri cad
Jilab 4,6,0,2,4,True,Drought,Dudumaale
Babyow,4,1,1,2,True,Drought,Abagbeedey village
Bakeylow,32,5,15,12,True,Conflict,Buulo
Duurow,9,2,3,4,True,Conflict,Baraka
Tuugsade,19,3,7,9,True,Conflict,Goongo
Xasaan,3,0,1,2,True,Eviction,Adan Yabaal
Cabdi barre,10,2,3,5,True,Drought,Ethiopia
Abuurow,3,1,1,1,True,Drought,Dalandole-2
Digriyow,17,3,5,9,True,Drought,Farsooley
Lebiga,68,14,21,33,True,Conflict,Geyfo and Gaaleef
Gobsoor,14,2,3,9,True,Drought,Afgooye
Liibaan Rage,25,5,10,10,True,Drought,Cagwalaf 
Abarey,20,3,7,10,True,Conflict,Xawaadley
Biyo Badeed,18,3,6,9,True,Conflict,Fara kalungu
Abesale,32,7,10,15,True,Drought,Mukaydhere
Buulo Yusuf,11,3,5,3,True,Drought,Buulo Yusuf
Xawaal-Makay,11,4,5,2,True,Drought,Xawaal-Makay
Dulmediid,4,1,2,1,True,Drought,Duwugaas
Wabi Yarow,22,4,8,10,True,Conflict,Farxaane
Buula Fulay,6,2,2,2,True,Drought,Mowkubow
Taliisa,9,2,3,4,True,Drought,Taliisa
Kabasa,15,3,4,8,True,Drought,Qansax dhere
Badbaado,5,1,1,3,True,Drought,Toosile
Kuusow,7,2,2,3,True,Conflict,Baraka
Balanbale IDP,2,1,1,0,True,Drought,Balanbaale Village
Farlibax,2,0,1,1,True,Conflict,October
Buulo Jaay,5,1,1,3,True,Drought,Qasaal
Ciidweyne,40,10,15,15,True,Drought,Baqtiiley 
Buslay,7,1,2,4,True,Drought,Toosile
Fathullah,5,0,2,3,True,Conflict,Janaale
Shiikh ibrahim,2,0,1,1,True,Conflict,October
Kabax Kabax,5,1,2,2,True,Other,Unkown
Binti,5,0,2,3,True,Conflict,Farxano
Suuldheere,4,1,1,2,True,Drought,Biyooley
Tanad,3,0,1,2,True,Drought,Kurtunwareey
Gabaa Degsoy,7,2,2,3,True,Drought,Berdale
Towsile 3,5,1,2,2,True,Drought,Ceel dhuun
Adaayimow,5,1,2,2,True,Drought,Jiidow
Biile 1,9,1,1,7,True,Drought,Gaanugay
Biyooley,25,10,10,5,True,Drought,Sablale
Babawiine,3,0,1,2,True,Drought,Emedkoorey village
Galol Cadi,15,5,5,5,True,Drought,Saakow
Baarey,3,1,1,1,True,Drought,Baarey
Dondardiir,6,1,3,2,True,Drought,Dondardiir village
Taqwa camp,6,1,2,3,True,Flood,Kurtunwaarey
Buulo jadiid,4,1,1,2,True,Drought,Buulo jadiid
Hamdi,5,1,1,3,True,Conflict,Cabdicali
Warsans,23,2,5,16,True,Conflict,Farbiito
Afgooye,4,1,2,1,True,Drought,Afgoye village
Horseed,32,12,10,10,True,Drought,Gadondhawe 
Tulo-jibriil,32,12,10,10,True,Drought,Nusdariiq 
Bogay,3,1,1,1,True,Conflict,Berdale 
Hareero Kuud,3,1,1,1,True,Conflict,Shibeelow
Shabeele,7,1,2,4,True,Conflict,Farhano
Weeley,7,2,3,2,True,Drought,Weeley
Eleemow,13,5,5,3,True,Drought,Sabiid
Adan Goley,5,1,2,2,True,Drought,Abal
Dooriyaanle,5,1,2,2,True,Drought,Salagle
Muuriye,2,0,1,1,True,Eviction,October
Blook,53,11,19,23,True,Conflict,Warciise and wararaxleey
Tieglow,2,0,2,0,True,Drought,Tieglow district
Raaxoole,3,1,1,1,True,Drought,Gurbaan
Bayow,5,1,1,3,True,Drought,Bayow
Alla Aaamin Indhoolayaasha,5,1,2,2,True,Conflict,Moolamad
Ceelshiif,3,1,1,1,True,Drought,Moori Guude
Buulo-Caday,4,1,1,2,True,Drought,Gurbaan
Ceelboon,6,1,2,3,True,Drought,Toosikaar
Kurji,5,1,1,3,True,Drought,Kurji
Taagsade,3,1,1,1,True,Flood,Jowhar 
Macruuf IDP,4,1,1,2,True,Drought,baadikeen
Balad Amar,4,1,2,1,True,Drought,Boonow
Biyo-Fadhi,8,4,1,3,True,Drought,Luway wiine village
Faroole,62,12,21,29,True,Conflict,Garasmadobe and Warciise
Yab Yab,18,5,10,3,True,Drought,Yab Yab Village
Tawakal,52,11,16,25,True,Drought,BuuloBanaan
Makiiney,4,2,1,1,True,Conflict,Daynuunay 
Keyniga,5,1,1,3,True,Drought,Keyniga
Haji Abdulahi,21,2,5,14,True,Conflict,Liimoole
Aliyow Marayle,5,1,2,2,True,Conflict,Diinsoor
Talex,6,1,1,4,True,Drought,Masagirow 
Oohiyo,4,1,2,1,True,Drought,Ooflaaw
Camp kheire,5,1,2,2,True,Flood,Jowhar
Kaam wil wil,2,0,1,1,True,Flood,Qoryooley
Buulo Biyooley,3,1,1,1,True,Drought,Banow
Mustaqbal 2B,6,1,2,3,True,Drought,Jeexdin
Badbaado 2,28,6,5,17,True,Conflict,Saakow
Dondardiir,5,1,3,1,True,Drought,Madooda village
Danyar IDPs,23,4,8,11,True,Drought,Loolo
Horseed,27,3,7,17,True,Conflict,Daynunay
Bulo Gurun,4,1,1,2,True,Drought,Iskirii IDP
Qasaley,14,3,5,6,True,Drought,Buulo-Gomor
Dingras,2,0,1,1,True,Eviction,October
Umeyma,21,6,8,7,True,Drought,Busleey
Dheeman,25,6,8,11,True,Drought,Jaziira
Qansax dheere,4,0,2,2,True,Conflict,Sariiro IDPS in bulamusley wah in urban 
Buulo Fuur,5,0,1,4,True,Drought,Dhooy 
Ramadaan 2,6,1,2,3,True,Drought,Oflow
Kebo,1,1,0,0,True,Drought,Bula xaji 
Beylood,11,5,3,3,True,Conflict,Alifow
Qabri calan,51,11,18,22,True,Conflict,Luuq town
Dhargubey,6,2,3,1,True,Drought,Buulaxaaw
Lebiley,5,1,2,2,True,Drought,Waraabow
Gurmeysi,6,2,2,2,True,Drought,Goof Gaduud Buuray
Himiro,5,3,1,1,True,Conflict,Dhurey
Buulo Ciir,3,1,1,1,True,Drought,Tawakal Gurbaan
Gargaar,5,2,2,1,True,Conflict,October
Buuli bishaar,5,2,1,2,True,Drought,War umurow
Kulan,32,10,12,10,True,Drought,Farbiito
Weel Dink,14,2,4,8,True,Eviction,Qansahdheere 
Habaal Adey,16,2,4,10,True,Drought,Gurbaan
Xero koowaad,6,0,2,4,True,Conflict,Akaro
Qasaaley,11,2,3,6,True,Drought,Qasaaley
Bansuuf 2,4,1,2,1,True,Drought,Gurbaan
Bula Kulow,24,3,5,16,True,Drought,Kormari
Bulsho,5,1,1,3,True,Drought,ceel cade
Ahmed Bin Xambal,1,0,1,0,True,Drought,Mashaqo 
War Gaduuda,6,1,1,4,True,Drought,Kurman
Koonfur Bari,3,1,1,1,True,Drought,Jilibow village
Celgodow,6,1,3,2,True,Drought,Celgodow village
Buulo Bacleey,6,1,1,4,True,Drought,Gacnafale
Luglaaw,8,2,2,4,True,Conflict,Turde 
Horseed,7,2,2,3,True,Drought,Qotqot
Badar,3,0,1,2,True,Drought,haar cadeey
Albaraka,13,2,5,6,True,Conflict,Xamari
Buurdhuuba,5,1,1,3,True,Other,Awmaadow village in rural 
Buulo Abag,15,3,5,7,True,Drought,Sarta
New Qam-Qam,4,0,1,3,True,Conflict,Nyeri 
Abag-Deerey,9,2,3,4,True,Eviction,Sharti
War-Garas,6,1,2,3,True,Drought,Misra
Yaaq Braawe,12,2,3,7,True,Drought,Iidey
Kanaanah,11,2,2,7,True,Drought,Humbowe
Galoola,6,2,1,3,True,Drought,Geedbuureed village
Kurtumaley,10,3,3,4,True,Drought,Idinti
Marko,6,2,2,2,True,Drought,Balet weyne
Dudimi Edi,5,1,1,3,True,Drought,Gelgel
Doora Weera,3,0,1,2,True,Drought,Moolmaat village
Madsharif,6,1,2,3,True,Drought,Gurbaan
Nasteho,6,1,3,2,True,Drought,Teedan 
Gal Gal Weyn 2,7,2,2,3,True,Drought,Huubey
Mamo Timirey,19,3,6,10,True,Drought,Shufeeri
Jeenoley,30,10,10,10,True,Drought,Jeenoley
Hashinloow,27,5,9,13,True,Conflict,Luuq 
Raholey,9,2,2,5,True,Drought,Wariishi
Wardhujiiley,5,1,3,1,True,Drought,Wardhujiiley
Ideed Koblee,5,2,2,1,True,Drought,Jiidow
Garasyool,5,2,2,1,True,Conflict,October
Farawiley,6,1,3,2,True,Drought,Farawiley village
Mindhig IDP,4,2,1,1,True,Drought,Wargaras
Coonjir,5,2,2,1,True,Drought,Iskirii IDP
Awal Qaasim,7,2,2,3,True,Drought,Buur Hakaba-2
Dujuma,18,5,4,9,True,Drought,Qaboobe
Hajiweyne,4,1,1,2,True,Conflict,Nyeri 
Beer itir,41,9,13,19,True,Drought,Cows qurun
Tawakal Gurbaan,5,1,2,2,True,Drought,Buulabarak
Hidig,16,4,5,7,True,Drought,Janaale
Tuugsoy,7,2,3,2,True,Conflict,Elboon
Buur Midowe,3,1,1,1,True,Drought,Maanyow
Berdale Ayle,4,1,2,1,True,Drought,Buur helade
Ruees,2,0,1,1,True,Drought,Ruees village
Yowkoyow,4,1,2,1,True,Drought,Dhariiqada village
Kaxareey,10,3,2,5,True,Conflict,Yurkut
Nasteho,14,3,4,7,True,Drought,Shanlow
Wadajir,15,2,5,8,True,Drought,Weylawad
Hajiweyna,5,1,1,3,True,Conflict,Jilalaw
Ras-Cade,5,1,2,2,True,Drought,Ufurow
Armale,18,4,6,8,True,Drought,Awdinle
Bulo bartire,5,1,1,3,True,Conflict,Mayonde 
Mubarak,27,6,11,10,True,Conflict,Yurkud
Rahole,24,5,7,12,True,Drought,Wel areyle
Darmole,10,2,3,5,True,Drought,Mahadaay
Galayrada,4,1,1,2,True,Drought,Bula yaaq 
Banka ideeda,6,1,2,3,True,Drought,Wargoloola
Lafo Barkato,12,3,4,5,True,Drought,Cada dheero
Gariswiin,20,5,6,9,True,Drought,Buur helede
Tawakal,6,1,1,4,True,Drought,Balibusle
Tuulo Amiin,27,7,10,10,True,Drought,Caracase 
Aaran camp,5,1,2,2,True,Conflict,October
Zaaid,22,7,9,6,True,Drought,Awdinle
Dooday,10,2,3,5,True,Drought,Dooday
Minfuray,3,1,1,1,True,Drought,Minfuray
All Xamdu,4,1,1,2,True,Drought,Iskirii IDP
Dure Emed IDP,21,3,8,10,True,Drought,Buulo Sheekh
Reidaba,4,2,1,1,True,Drought,Reidaba
Gurunle 1,4,2,1,1,True,Drought,Gelgel 
Guudka,5,1,2,2,True,Drought,Shibeelow
Buulo Nishow,3,1,1,1,True,Drought,Manas
Kaysaney,3,1,1,1,True,Drought,Kaysaney
Toosile,7,2,3,2,True,Drought,Isduugte
Camp Jadiid,10,3,3,4,True,Conflict,Rabdhuure
Baqdaad,10,2,3,5,True,Drought,Arabow
Halabay,7,2,2,3,True,Drought,Saakow
Duyacley,9,3,1,5,True,Conflict,Burdhubo IDPS 
Adable Oomane,7,2,4,1,True,Drought,Buurow
Musaley,11,2,4,5,True,Conflict,Jambaluul
Xawaal Bilan,18,4,6,8,True,Eviction,Awdinle
Xaanshooley,30,6,10,14,True,Flood,shaam and 7jaziira 
Gareeri Yarey,3,1,1,1,True,Drought,Goofgaduud
Hubbey,9,1,1,7,True,Drought,Hubey village
Intifaac,12,3,3,6,True,Conflict,Jambalul
Kurtun,9,2,3,4,True,Drought,Kurtun
Gurubooy,4,1,1,2,True,Drought,Buur
Sinai,6,1,1,4,True,Drought,Baidoa
Dooy-Gabey,12,2,2,8,True,Drought,Gurbaan
Cabdi barre,4,1,1,2,True,Drought,Ceel nuur
Kham-Kham,9,2,3,4,True,Conflict,Mayonde 
Jowle 2,6,2,2,2,True,Drought,Jowhar
Kadiijo,3,1,1,1,True,Drought,Unkown
Jiracle,32,12,10,10,True,Drought,Bursagar 
Eeg Iyo Ali Mumun,6,2,2,2,True,Drought,Sigli
Maandeeq,23,5,6,12,True,Drought,Yaa iyow
Imey,1,0,1,0,True,Conflict,October
Sagam,3,1,1,1,True,Drought,Uffurow
Qadiid,2,0,2,0,True,Drought,Qadiid village
Burweyn,4,1,1,2,True,Conflict,October
Modamoode,10,3,3,4,True,Drought,Modamoode
Budbud,2,0,1,1,True,Conflict,October
Wanay IDP,3,0,1,2,True,Drought,Wanay
Kabtaan Naas,24,6,8,10,True,Conflict,Bariire
Qasadhere2,9,2,2,5,True,Drought,Deynuuney
Dayax,61,15,20,26,True,Drought,Adabla weyn
Aadtkiyaal,5,2,1,2,True,Drought,Buurow village
Mahad Alle,3,2,0,1,True,Conflict,Tafta
Samadoon,20,5,6,9,True,Conflict,Janaale
Samanuur,27,6,8,13,True,Conflict,Dooy gaab
Hiiraan,6,1,2,3,True,Drought,Qoryooley
Hareeri-Jiroon,7,1,3,3,True,Drought,Hareeri-Jiroon
Lehelow,3,0,1,2,True,Drought,Lehelow village
Qootey,31,5,10,16,True,Conflict,Yurkud
Howlaha Guud Berdaale,8,2,3,3,True,Drought,Goofgadud
Jiidow Bakool,6,2,1,3,True,Drought,Sarmaan
Dhinaawe,6,2,2,2,True,Drought,Maanyow
Maka Dhagoole-1,4,1,1,2,True,Drought,Berdale
Rakaale,4,1,2,1,True,Drought,Rakaale village
Dabolow 1,3,1,1,1,True,Drought,Daynuunay
Sheekh madar,9,1,2,6,True,Conflict,Afgooye
Kishaadi,4,1,2,1,True,Drought,Kishaadi village
Shan faryaad,4,1,1,2,True,Drought,Jafey
Dhuuma Dhuumaay,29,6,9,14,True,Drought,Lahelow
Quracle,6,2,2,2,True,Drought,Kurman
Buulo Yusuf,8,2,2,4,True,Drought,Galoole
Tieglow,3,0,2,1,True,Conflict,Misir village
Tugaar-Hoosle,20,5,7,8,True,Drought,Waradoy
Buulo Goof,8,2,3,3,True,Drought,Misra
Warshira,5,1,2,2,True,Drought,Warshira
Kaysineey,4,1,1,2,True,Drought,Rabdhuure
Sur Gaduud,95,21,31,43,True,Drought,Luuq area
Qurac jomo,3,1,1,1,True,Conflict,October
Babawiine,5,1,1,3,True,Drought,Salkudhooble village
Omane,5,1,2,2,True,Drought,Waajid
Abal 3,6,2,2,2,True,Drought,Misiri
Buulo Garabay,13,3,5,5,True,Drought,Buulo Garabay
Aburow,3,1,1,1,True,Drought,Abuurow
Buulo Abag,12,3,4,5,True,Drought,Buulo Abag
Burkuus,4,1,1,2,True,Conflict,Luuq
Dhar Gubey,9,2,3,4,True,Drought,Dhar Gubey
War Harqaan,4,1,1,2,True,Drought,Baarsaare
Allaa wayn,12,2,3,7,True,Conflict,Yaq bariweyne
Abag-Beday,7,1,3,3,True,Drought,Dudumaale village
Buur Xaraw,12,3,4,5,True,Drought,Buur Xaraw
Dhay-Yarey,8,2,2,4,True,Drought,Dhar Yarey 
Jowhar Soomaali,24,3,9,12,True,Drought,Bulo moobleen
Galgal Onle-2,4,1,1,2,True,Drought,Xafata
Labiile,15,2,3,10,True,Conflict,Awdinle
Iil Gudow,10,3,3,4,True,Drought,Dolondoole 
Banreera,6,2,2,2,True,Drought,Daynuuney
Kaamka Riiga,18,2,4,12,True,Drought,Ceelbuur
Kulan Jareer,2,0,1,1,True,Drought,Kulanjareer village
Yab Yab,3,0,2,1,True,Drought,Yabyab village
Buulo-Xaaji,10,2,2,6,True,Drought,Baidoa
Qot Qot Camp,12,2,2,8,True,Drought,Qoqqot
Doon Edi,8,1,3,4,True,Drought,Doon-edi village
Bohol Galanjo,3,1,1,1,True,Drought,Hubti
Daryeel,9,2,2,5,True,Drought,Raydhabo
Handooliyow Eyli,9,2,4,3,True,Drought,Buur Eeyle-2
Qalaaadiid,10,1,3,6,True,Drought,Wariishe
Nimceysane,21,1,7,13,True,Conflict,Matacalin
Reebaay,16,4,4,8,True,Drought,Bulogadud
Dhurey,7,3,2,2,True,Conflict,Boocada
Al Rahma,10,5,2,3,True,Conflict,Jambalul
Towsi-Libee,11,3,4,4,True,Drought,Towsi libee 
Maansoor,5,1,1,3,True,Conflict,Deemaay
Kahweyna,3,0,1,2,True,Drought,Godaa
iidko,5,1,1,3,True,Conflict,Kurtunwaarey
Gareerodo,3,1,1,1,True,Drought,Golooltuur
Garguur 2,4,1,2,1,True,Drought,Uffurow
Dur Dur,15,4,5,6,True,Drought,Lowi Gaduud
Diinsoor,8,2,3,3,True,Drought,Diinsoor
Unaa,41,9,11,21,True,Drought,Cows qurun
Mora Fuur,3,1,1,1,True,Drought,Barbaar ees
Buulo Towsi,18,3,3,12,True,Drought,Tugaar-Hoosle
Banhadile,3,0,1,2,True,Other,Baabuuro village 
Garaska Shabada,8,2,2,4,True,Drought,Tufka
Wereg,7,1,2,4,True,Drought,Towsi
Buulo Xaawiyow,30,8,14,8,True,Drought,Buulo Xaawiyow
Hareeri fadimow,5,1,2,2,True,Drought,Hareeri fadimow
Towsiili,2,1,1,0,True,Drought,Towsiili
Biyooley 1,11,3,4,4,True,Drought,Goofgadud buurey
Buulo Qurun,10,3,3,4,True,Drought,Buulo Qurun
Balguri IDPs,23,5,7,11,True,Drought,Bulo qaxwooti
Geedbarbar,3,0,1,2,True,Drought,Geedbarbar
Mushka,10,2,3,5,True,Drought,Lamo Warood
Qansaxley,57,13,17,27,True,Conflict,Luuq
Dogob,5,1,1,3,True,Conflict,Akaro
Arare,7,1,2,4,True,Drought,Mashaqo 
Safar-Nooley,6,1,2,3,True,Drought,Diinsoor
Weel-Boor,9,2,3,4,True,Drought,Weel boor 
Buur Eeyle-2,8,2,3,3,True,Drought,Buur eyle
Buurow,6,2,2,2,True,Drought,Gurbaan
Daryeel,26,6,7,13,True,Drought,Gras barqo
Baqaley Riibi,12,3,5,4,True,Drought,Saakow
Dugsiilo-2,10,3,3,4,True,Drought,Garsaaley
Xabiibayaal,9,2,3,4,True,Drought,Diinsoor
Sheikh Omar,25,4,8,13,True,Drought,Muluqey
Adable Ade,5,1,2,2,True,Drought,Barkadle 2
Mogar Arow,5,1,1,3,True,Drought,Modawaraabe
Tufka,8,2,3,3,True,Drought,Ufurow
Barkadle 2,4,1,1,2,True,Drought,Tugeerhoos
Raxole Camp,11,3,3,5,True,Drought,Jameeca
Garsaaley,4,1,1,2,True,Drought,Garsaaley
Bardaale Airstrip zone,8,2,2,4,True,Drought,Baygaduud
Gulled / Gulleed,1,0,1,0,True,Eviction,October
Abroone,14,3,5,6,True,Conflict,Jambaluul
Qurahle,6,1,3,2,True,Drought,Quracle village
Yaakumaan,2,0,1,1,True,Drought,Buur helade
Jarato,2,0,1,1,True,Conflict,October
